2025-04-04 15:18:47,299 - debugger - DEBUG - Noise classified as: other | Gunshot:   1.66% | Other:  98.34%
2025-04-04 15:18:49,300 - debugger - DEBUG - Noise classified as: other | Gunshot:   0.09% | Other:  99.91%
2025-04-04 15:18:51,289 - debugger - DEBUG - Noise classified as: other | Gunshot:   3.23% | Other:  96.77%
2025-04-04 15:18:53,282 - debugger - DEBUG - Noise classified as: other | Gunshot:   4.13% | Other:  95.87%
2025-04-04 15:18:55,283 - debugger - DEBUG - Noise classified as: other | Gunshot:   2.76% | Other:  97.24%
2025-04-04 15:18:57,335 - debugger - DEBUG - Noise classified as: other | Gunshot:   4.21% | Other:  95.79%
2025-04-04 15:18:59,299 - debugger - DEBUG - Noise classified as: other | Gunshot:   3.62% | Other:  96.38%
2025-04-04 15:19:05,307 - debugger - DEBUG - Noise classified as: other | Gunshot:   0.75% | Other:  99.25%
2025-04-04 15:19:07,291 - debugger - DEBUG - Noise classified as: other | Gunshot:   0.55% | Other:  99.45%
2025-04-04 15:19:11,297 - debugger - DEBUG - Noise classified as: other | Gunshot:   0.01% | Other:  99.99%
2025-04-04 15:19:13,284 - debugger - DEBUG - Noise classified as: other | Gunshot:   0.00% | Other: 100.00%
2025-04-04 15:19:15,290 - debugger - DEBUG - Noise classified as: other | Gunshot:   0.75% | Other:  99.25%
2025-04-04 15:19:17,285 - debugger - DEBUG - Noise classified as: other | Gunshot:   0.04% | Other:  99.96%
2025-04-04 15:19:19,292 - debugger - DEBUG - Noise classified as: other | Gunshot:   0.65% | Other:  99.35%
2025-04-04 15:19:21,278 - debugger - DEBUG - Noise classified as: other | Gunshot:   0.09% | Other:  99.91%
2025-04-04 15:19:23,370 - debugger - DEBUG - Noise classified as: other | Gunshot:   1.14% | Other:  98.86%
2025-04-04 15:19:25,312 - debugger - DEBUG - Noise classified as: other | Gunshot:   3.49% | Other:  96.51%
2025-04-04 15:19:27,371 - debugger - DEBUG - Noise classified as: other | Gunshot:   3.71% | Other:  96.29%
2025-04-04 15:19:29,296 - debugger - DEBUG - Noise classified as: other | Gunshot:   0.55% | Other:  99.45%
2025-04-04 15:19:31,295 - debugger - DEBUG - Noise classified as: other | Gunshot:   1.56% | Other:  98.44%
2025-04-04 15:19:33,288 - debugger - DEBUG - Noise classified as: other | Gunshot:   3.07% | Other:  96.93%
2025-04-04 15:19:37,307 - debugger - DEBUG - Noise classified as: other | Gunshot:   0.69% | Other:  99.31%
2025-04-04 15:19:39,292 - debugger - DEBUG - Noise classified as: other | Gunshot:   0.00% | Other: 100.00%
